hwt10
Partitioned - Decimal
 47294: 2210121212 55130
 47295: 2002101212 41117
 47296: 0121012122 11816
 47297: 0221012122 18377
 47298: 1021012122 24938
 47299: 1210121221 35449
 47300: 2210121221 55132
 47301: 2021012122 44621
 47302: 1210121222 35450
 47303: 2210121222 55133
 47304: 2000021012 39560
 47305: 0001210122 1313
 47306: 0002210122 2042
 47307: 0010210122 2771
 47308: 0112101220 10500
 47309: 0122101220 12687
 47310: 0020210122 4958
 47311: 0212101220 17061
 47312: 0222101220 19248
 47313: 0100210122 7145
 47314: 1012101220 23622
 47315: 1022101220 25809
 47316: 1102101220 27996
 47317: 1121012201 31501
 47318: 1221012201 38062
 47319: 1202101220 34557
 47320: 2121012201 51184
 47321: 2221012201 57745
 47322: 0200210122 13706
 47323: 2012101220 43305
 47324: 2022101220 45492
 47325: 2102101220 47679
 47326: 1121012202 31502
 47327: 1221012202 38063
 47328: 2202101220 54240
 47329: 2121012202 51185
 47330: 2221012202 57746
 47331: 1000210122 20267
 47332: 0012101221 3940
 47333: 0022101221 6127
 47334: 0102101221 8314
 47335: 1121012210 31503
 47336: 1221012210 38064
 47337: 0202101221 14875
 47338: 2121012210 51186
 47339: 2221012210 57747
 47340: 1002101221 21436
 47341: 0121012211 11821
 47342: 0221012211 18382
 47343: 1021012211 24943
 47344: 1210122111 35464
 47345: 2210122111 55147
 47346: 2021012211 44626
 47347: 1210122112 35465
 47348: 2210122112 55148
 47349: 2002101221 41119
 47350: 0121012212 11822
 47351: 0221012212 18383
 47352: 1021012212 24944
 47353: 1210122121 35467
 47354: 2210122121 55150
 47355: 2021012212 44627
 47356: 1210122122 35468
 47357: 2210122122 55151
 47358: 2000210122 39950
 47359: 0012101222 3941
 47360: 0022101222 6128
 47361: 0102101222 8315
 47362: 1121012220 31506
 47363: 1221012220 38067
 47364: 0202101222 14876
 47365: 2121012220 51189
 47366: 2221012220 57750
 47367: 1002101222 21437
 47368: 0121012221 11824
 47369: 0221012221 18385
 47370: 1021012221 24946
 47371: 1210122211 35473
 47372: 2210122211 55156
 47373: 2021012221 44629
 47374: 1210122212 35474
 47375: 2210122212 55157
 47376: 2002101222 41120
 47377: 0121012222 11825
 47378: 0221012222 18386
 47379: 1021012222 24947
 47380: 1210122221 35476
 47381: 2210122221 55159
 47382: 2021012222 44630
 47383: 1210122222 35477
 47384: 2210122222 55160
 47385: 2000000210 39387
 47386: 0000012102 146
 47387: 0000022102 227
 47388: 0000102102 308
 47389: 0001121020 1167
 47390: 0001221020 1410
 47391: 0000202102 551
 47392: 0002121020 1896
 47393: 0002221020 2139
 47394: 0001002102 794
 47395: 0010121020 2625
 47396: 0010221020 2868
 47397: 0011021020 3111
 47398: 0111210200 10062
 47399: 0112210200 10791
 47400: 0012021020 3840
 47401: 0121210200 12249
 47402: 0122210200 12978
 47403: 0002002102 1523
 47404: 0020121020 4812
 47405: 0020221020 5055
 47406: 0021021020 5298
 47407: 0211210200 16623
 47408: 0212210200 17352
 47409: 0022021020 6027
 47410: 0221210200 18810
 47411: 0222210200 19539
 47412: 0010002102 2252
 47413: 0100121020 6999
 47414: 0100221020 7242
 47415: 0101021020 7485
 47416: 1011210200 23184
 47417: 1012210200 23913
 47418: 0102021020 8214
 47419: 1021210200 25371
 47420: 1022210200 26100
 47421: 0110021020 8943
 47422: 1101210200 27558
 47423: 1102210200 28287
 47424: 1110210200 29016
 47425: 1112102001 30187
 47426: 1122102001 32374
 47427: 1120210200 31203
 47428: 1212102001 36748
 47429: 1222102001 38935
 47430: 0120021020 11130
 47431: 1201210200 34119
 47432: 1202210200 34848
 47433: 1210210200 35577
 47434: 2112102001 49870
 47435: 2122102001 52057
 47436: 1220210200 37764
 47437: 2212102001 56431
 47438: 2222102001 58618
 47439: 0020002102 4439
 47440: 0200121020 13560
 47441: 0200221020 13803
 47442: 0201021020 14046
 47443: 2011210200 42867
 47444: 2012210200 43596
 47445: 0202021020 14775
 47446: 2021210200 45054
 47447: 2022210200 45783
 47448: 0210021020 15504
 47449: 2101210200 47241
 47450: 2102210200 47970
 47451: 2110210200 48699
 47452: 1112102002 30188
 47453: 1122102002 32375
 47454: 2120210200 50886
 47455: 1212102002 36749
 47456: 1222102002 38936
 47457: 0220021020 17691
 47458: 2201210200 53802
 47459: 2202210200 54531
 47460: 2210210200 55260
 47461: 2112102002 49871
 47462: 2122102002 52058
 47463: 2220210200 57447
 47464: 2212102002 56432
 47465: 2222102002 58619
 47466: 0100002102 6626
 47467: 1000121020 20121
 47468: 1000221020 20364
 47469: 1001021020 20607
 47470: 0011210201 3502
 47471: 0012210201 4231
 47472: 1002021020 21336
 47473: 0021210201 5689
 47474: 0022210201 6418
 47475: 1010021020 22065
 47476: 0101210201 7876
 47477: 0102210201 8605
 47478: 0110210201 9334
 47479: 1112102010 30189
 47480: 1122102010 32376
 47481: 0120210201 11521
 47482: 1212102010 36750
 47483: 1222102010 38937
 47484: 1020021020 24252
 47485: 0201210201 14437
 47486: 0202210201 15166
 47487: 0210210201 15895
 47488: 2112102010 49872
 47489: 2122102010 52059
 47490: 0220210201 18082
 47491: 2212102010 56433
 47492: 2222102010 58620
 47493: 1100021020 26439
 47494: 1001210201 20998
 47495: 1002210201 21727
 47496: 1010210201 22456
 47497: 0112102011 10507
 47498: 0122102011 12694
 47499: 1020210201 24643
 47500: 0212102011 17068
 47501: 0222102011 19255
 47502: 1100210201 26830
 47503: 1012102011 23629
 47504: 1022102011 25816
 47505: 1102102011 28003
 47506: 1121020111 31522
 47507: 1221020111 38083
 47508: 1202102011 34564
 47509: 2121020111 51205
 47510: 2221020111 57766
 47511: 1200210201 33391
 47512: 2012102011 43312
 47513: 2022102011 45499
 47514: 2102102011 47686
 47515: 1121020112 31523
 47516: 1221020112 38084
 47517: 2202102011 54247
 47518: 2121020112 51206
 47519: 2221020112 57767
 47520: 1200021020 33000
 47521: 2001210201 40681
 47522: 2002210201 41410
 47523: 2010210201 42139
 47524: 0112102012 10508
 47525: 0122102012 12695
 47526: 2020210201 44326
 47527: 0212102012 17069
 47528: 0222102012 19256
 47529: 2100210201 46513
 47530: 1012102012 23630
 47531: 1022102012 25817
 47532: 1102102012 28004
 47533: 1121020121 31525
 47534: 1221020121 38086
 47535: 1202102012 34565
 47536: 2121020121 51208
 47537: 2221020121 57769
 47538: 2200210201 53074
 47539: 2012102012 43313
 47540: 2022102012 45500
 47541: 2102102012 47687
 47542: 1121020122 31526
 47543: 1221020122 38087
 47544: 2202102012 54248
 47545: 2121020122 51209
 47546: 2221020122 57770
 47547: 0200002102 13187
 47548: 2000121020 39804
 47549: 2000221020 40047
 47550: 2001021020 40290
 47551: 0011210202 3503
 47552: 0012210202 4232
 47553: 2002021020 41019
 47554: 0021210202 5690
 47555: 0022210202 6419
 47556: 2010021020 41748
 47557: 0101210202 7877
 47558: 0102210202 8606
 47559: 0110210202 9335
 47560: 1112102020 30192
 47561: 1122102020 32379
 47562: 0120210202 11522
 47563: 1212102020 36753
 47564: 1222102020 38940
 47565: 2020021020 43935
 47566: 0201210202 14438
 47567: 0202210202 15167
 47568: 0210210202 15896
 47569: 2112102020 49875
 47570: 2122102020 52062
 47571: 0220210202 18083
 47572: 2212102020 56436
 47573: 2222102020 58623
 47574: 2100021020 46122
 47575: 1001210202 20999
 47576: 1002210202 21728
 47577: 1010210202 22457
 47578: 0112102021 10510
 47579: 0122102021 12697
 47580: 1020210202 24644
 47581: 0212102021 17071
 47582: 0222102021 19258
 47583: 1100210202 26831
 47584: 1012102021 23632
 47585: 1022102021 25819
 47586: 1102102021 28006
 47587: 1121020211 31531
 47588: 1221020211 38092
 47589: 1202102021 34567
 47590: 2121020211 51214
 47591: 2221020211 57775
 47592: 1200210202 33392
 47593: 2012102021 43315
 47594: 2022102021 45502
 47595: 2102102021 47689
 47596: 1121020212 31532
 47597: 1221020212 38093
 47598: 2202102021 54250
 47599: 2121020212 51215
 47600: 2221020212 57776
 47601: 2200021020 52683
 47602: 2001210202 40682
 47603: 2002210202 41411
 47604: 2010210202 42140
 47605: 0112102022 10511
 47606: 0122102022 12698
 47607: 2020210202 44327
 47608: 0212102022 17072
 47609: 0222102022 19259
 47610: 2100210202 46514
 47611: 1012102022 23633
 47612: 1022102022 25820
 47613: 1102102022 28007
 47614: 1121020221 31534
 47615: 1221020221 38095
 47616: 1202102022 34568
 47617: 2121020221 51217
 47618: 2221020221 57778
 47619: 2200210202 53075
 47620: 2012102022 43316
 47621: 2022102022 45503
 47622: 2102102022 47690
 47623: 1121020222 31535
 47624: 1221020222 38096
 47625: 2202102022 54251
 47626: 2121020222 51218
 47627: 2221020222 57779
 47628: 1000002102 19748
 47629: 0000121021 439
 47630: 0000221021 682
 47631: 0001021021 925
 47632: 0011210210 3504
 47633: 0012210210 4233
 47634: 0002021021 1654
 47635: 0021210210 5691
 47636: 0022210210 6420
 47637: 0010021021 2383
 47638: 0101210210 7878
 47639: 0102210210 8607
 47640: 0110210210 9336
 47641: 1112102100 30195
 47642: 1122102100 32382
 47643: 0120210210 11523
 47644: 1212102100 36756
 47645: 1222102100 38943
 47646: 0020021021 4570
 47647: 0201210210 14439
 47648: 0202210210 15168
 47649: 0210210210 15897
 47650: 2112102100 49878
 47651: 2122102100 52065
 47652: 0220210210 18084
 47653: 2212102100 56439
 47654: 2222102100 58626
 47655: 0100021021 6757
 47656: 1001210210 21000
 47657: 1002210210 21729
 47658: 1010210210 22458
 47659: 0112102101 10513
 47660: 0122102101 12700
 47661: 1020210210 24645
 47662: 0212102101 17074
 47663: 0222102101 19261
 47664: 1100210210 26832
 47665: 1012102101 23635
 47666: 1022102101 25822
 47667: 1102102101 28009
 47668: 1121021011 31540
 47669: 1221021011 38101
 47670: 1202102101 34570
 47671: 2121021011 51223
 47672: 2221021011 57784
 47673: 1200210210 33393
 47674: 2012102101 43318
 47675: 2022102101 45505
 47676: 2102102101 47692
 47677: 1121021012 31541
 47678: 1221021012 38102
 47679: 2202102101 54253
 47680: 2121021012 51224
 47681: 2221021012 57785
 47682: 0200021021 13318
 47683: 2001210210 40683
 47684: 2002210210 41412
 47685: 2010210210 42141
 47686: 0112102102 10514
 47687: 0122102102 12701
 47688: 2020210210 44328
 47689: 0212102102 17075
 47690: 0222102102 19262
 47691: 2100210210 46515
 47692: 1012102102 23636
 47693: 1022102102 25823
 47694: 1102102102 28010
 47695: 1121021021 31543
 47696: 1221021021 38104
 47697: 1202102102 34571
 47698: 2121021021 51226
 47699: 2221021021 57787
 47700: 2200210210 53076
 47701: 2012102102 43319
 47702: 2022102102 45506
 47703: 2102102102 47693
 47704: 1121021022 31544
 47705: 1221021022 38105
 47706: 2202102102 54254
 47707: 2121021022 51227
 47708: 2221021022 57788
 47709: 1000021021 19879
 47710: 0001210211 1318
 47711: 0002210211 2047
 47712: 0010210211 2776
 47713: 0112102110 10515
 47714: 0122102110 12702
 47715: 0020210211 4963
 47716: 0212102110 17076
 47717: 0222102110 19263
 47718: 0100210211 7150
 47719: 1012102110 23637
 47720: 1022102110 25824
 47721: 1102102110 28011
 47722: 1121021101 31546
 47723: 1221021101 38107
 47724: 1202102110 34572
 47725: 2121021101 51229
 47726: 2221021101 57790
 47727: 0200210211 13711
 47728: 2012102110 43320
 47729: 2022102110 45507
 47730: 2102102110 47694
 47731: 1121021102 31547
 47732: 1221021102 38108
 47733: 2202102110 54255
 47734: 2121021102 51230
 47735: 2221021102 57791
 47736: 1000210211 20272
 47737: 0012102111 3955
 47738: 0022102111 6142
 47739: 0102102111 8329
 47740: 1121021110 31548
 47741: 1221021110 38109
 47742: 0202102111 14890
 47743: 2121021110 51231
 47744: 2221021110 57792
 47745: 1002102111 21451
 47746: 0121021111 11866
 47747: 0221021111 18427
 47748: 1021021111 24988
 47749: 1210211111 35599
 47750: 2210211111 55282
 47751: 2021021111 44671
 47752: 1210211112 35600
 47753: 2210211112 55283
 47754: 2002102111 41134
 47755: 0121021112 11867
 47756: 0221021112 18428
 47757: 1021021112 24989
 47758: 1210211121 35602
 47759: 2210211121 55285
 47760: 2021021112 44672
 47761: 1210211122 35603
 47762: 2210211122 55286
 47763: 2000210211 39955
 47764: 0012102112 3956
 47765: 0022102112 6143
 47766: 0102102112 8330
 47767: 1121021120 31551
 47768: 1221021120 38112
 47769: 0202102112 14891
 47770: 2121021120 51234
 47771: 2221021120 57795
 47772: 1002102112 21452
 47773: 0121021121 11869
 47774: 0221021121 18430
 47775: 1021021121 24991
 47776: 1210211211 35608
 47777: 2210211211 55291
 47778: 2021021121 44674
 47779: 1210211212 35609
 47780: 2210211212 55292
 47781: 2002102112 41135
 47782: 0121021122 11870
 47783: 0221021122 18431
 47784: 1021021122 24992
 47785: 1210211221 35611
 47786: 2210211221 55294
 47787: 2021021122 44675
 47788: 1210211222 35612
 47789: 2210211222 55295
 47790: 2000021021 39562
 47791: 0001210212 1319
 47792: 0002210212 2048
 47793: 0010210212 2777
 47794: 0112102120 10518
 47795: 0122102120 12705
 47796: 0020210212 4964
 47797: 0212102120 17079
 47798: 0222102120 19266
 47799: 0100210212 7151
 47800: 1012102120 23640
 47801: 1022102120 25827
 47802: 1102102120 28014
 47803: 1121021201 31555
 47804: 1221021201 38116
 47805: 1202102120 34575
 47806: 2121021201 51238
 47807: 2221021201 57799
 47808: 0200210212 13712
 47809: 2012102120 43323
 47810: 2022102120 45510
 47811: 2102102120 47697
 47812: 1121021202 31556
 47813: 1221021202 38117
 47814: 2202102120 54258
 47815: 2121021202 51239
 47816: 2221021202 57800
 47817: 1000210212 20273
 47818: 0012102121 3958
 47819: 0022102121 6145
 47820: 0102102121 8332
 47821: 1121021210 31557
 47822: 1221021210 38118
 47823: 0202102121 14893
 47824: 2121021210 51240
 47825: 2221021210 57801
 47826: 1002102121 21454
 47827: 0121021211 11875
 47828: 0221021211 18436
 47829: 1021021211 24997
 47830: 1210212111 35626
 47831: 2210212111 55309
 47832: 2021021211 44680
 47833: 1210212112 35627
 47834: 2210212112 55310
 47835: 2002102121 41137
 47836: 0121021212 11876
 47837: 0221021212 18437
 47838: 1021021212 24998
 47839: 1210212121 35629
 47840: 2210212121 55312
 47841: 2021021212 44681
 47842: 1210212122 35630
 47843: 2210212122 55313
 47844: 2000210212 39956
 47845: 0012102122 3959
 47846: 0022102122 6146
 47847: 0102102122 8333
 47848: 1121021220 31560
 47849: 1221021220 38121
 47850: 0202102122 14894
 47851: 2121021220 51243
 47852: 2221021220 57804
 47853: 1002102122 21455
 47854: 0121021221 11878
 47855: 0221021221 18439
 47856: 1021021221 25000
 47857: 1210212211 35635
 47858: 2210212211 55318
 47859: 2021021221 44683
 47860: 1210212212 35636
 47861: 2210212212 55319
 47862: 2002102122 41138
 47863: 0121021222 11879
 47864: 0221021222 18440
 47865: 1021021222 25001
 47866: 1210212221 35638
 47867: 2210212221 55321
 47868: 2021021222 44684
 47869: 1210212222 35639
 47870: 2210212222 55322
 47871: 2000002102 39431
 47872: 0000121022 440
 47873: 0000221022 683
 47874: 0001021022 926
 47875: 0011210220 3507
 47876: 0012210220 4236
 47877: 0002021022 1655
 47878: 0021210220 5694
 47879: 0022210220 6423
 47880: 0010021022 2384
 47881: 0101210220 7881
 47882: 0102210220 8610
 47883: 0110210220 9339
 47884: 1112102200 30204
 47885: 1122102200 32391
 47886: 0120210220 11526
 47887: 1212102200 36765
 47888: 1222102200 38952
 47889: 0020021022 4571
 47890: 0201210220 14442
 47891: 0202210220 15171
 47892: 0210210220 15900
 47893: 2112102200 49887
 47894: 2122102200 52074
 47895: 0220210220 18087
 47896: 2212102200 56448
 47897: 2222102200 58635
 47898: 0100021022 6758
 47899: 1001210220 21003
 47900: 1002210220 21732
 47901: 1010210220 22461
 47902: 0112102201 10522
 47903: 0122102201 12709
 47904: 1020210220 24648
 47905: 0212102201 17083
 47906: 0222102201 19270
 47907: 1100210220 26835
 47908: 1012102201 23644
 47909: 1022102201 25831
 47910: 1102102201 28018
 47911: 1121022011 31567
 47912: 1221022011 38128
 47913: 1202102201 34579
 47914: 2121022011 51250
 47915: 2221022011 57811
 47916: 1200210220 33396
 47917: 2012102201 43327
 47918: 2022102201 45514
 47919: 2102102201 47701
 47920: 1121022012 31568
 47921: 1221022012 38129
 47922: 2202102201 54262
 47923: 2121022012 51251
 47924: 2221022012 57812
 47925: 0200021022 13319
 47926: 2001210220 40686
 47927: 2002210220 41415
 47928: 2010210220 42144
 47929: 0112102202 10523
 47930: 0122102202 12710
 47931: 2020210220 44331
 47932: 0212102202 17084
 47933: 0222102202 19271
 47934: 2100210220 46518
 47935: 1012102202 23645
 47936: 1022102202 25832
 47937: 1102102202 28019
 47938: 1121022021 31570
 47939: 1221022021 38131
 47940: 1202102202 34580
 47941: 2121022021 51253
 47942: 2221022021 57814
 47943: 2200210220 53079
 47944: 2012102202 43328
 47945: 2022102202 45515
 47946: 2102102202 47702
 47947: 1121022022 31571
 47948: 1221022022 38132
 47949: 2202102202 54263
 47950: 2121022022 51254
 47951: 2221022022 57815
 47952: 1000021022 19880
 47953: 0001210221 1321
 47954: 0002210221 2050
 47955: 0010210221 2779
 47956: 0112102210 10524
 47957: 0122102210 12711
 47958: 0020210221 4966
 47959: 0212102210 17085
